Villain	Deck	Title	HP	Keywords	Nemesis Icon	Game Text	Flavor Text	Attribution	Qty	Set
The Ruler of Æternus	The Ruler of Æternus	An Age of Torment	-	Ongoing	-	+1 damage dealt by Demon cards. After a Hero uses a power, the Hero target with the highest HP deals themself 1 fixed psychic damage.  START PHASE: Each Hero may destroy any number of their Item and/or Ongoing cards. If at least (H) cards are destroyed this way, destroy this card.	Time is without meaning -- all is suffering without end! Abandon hope and embrace the truth!	Æternus, Æternal Torment #6	1	Disparation
The Ruler of Æternus	The Ruler of Æternus	Æternal Conflict	-	One-Shot	-	The Villain target with the highest HP deals the (H) targets other than itself with the lowest HP 2 fire damage each. The Villain target with the lowest HP deals each Prince card other than itself 2 infernal damage.	They squable and they fight -- the torment of this realm is for all, not merely the other worlds they assault.	Darkstrife, Æternal Torment #3	2	Disparation
The Ruler of Æternus	The Ruler of Æternus	Belagorr the Slothful	26	Demon, Prince	[Belagorr]	END PHASE: This card deals the target other than itself with the highest HP 1 psychic damage. This card regains (H) HP. Æ:  START PHASE: Each Hero character card deals itself 1 fixed energy damage. The Hero with the most cards in hand discards 2 cards and draws 1 card.	All this fighting and struggle hardly seems worth it. We're all gonna get what's coming one way or another. I say just let it happen.	Belagorr, Æternal Torment #4	1	Disparation
The Ruler of Æternus	The Ruler of Æternus	Burden of the Crown	-	One-Shot	-	Each Demon card regains 2 HP. The Ruler of Æternus deals itself X fixed psychic damage, where X is the number of other Demon cards in play. If no damage was dealt this way, play the top card of the Villain deck.	All who vie for the Throne of Æternus only further the torment felt in this realm and beyond.	Æternus, Æternal Torment #5	2	Disparation
The Ruler of Æternus	The Ruler of Æternus	Greezigrax the Gluttonous	23	Demon, Prince	[Greezigrax]	END PHASE: Discard the top card of the Villain deck. If a target was discarded this way, this card regains (H) HP. Otherwise, this card deals the (H) targets other than itself with the highest HP 1 sonic damage each. :ae:effect: +1 damage dealt by this card.	I would ***never*** take from our true ruler. I merely hold the throne until Æternus returns…	Greezigrax, Æternal Torment #5	1	Disparation
The Ruler of Æternus	The Ruler of Æternus	Ismodial the Lusty	24	Demon, Prince	Fanatic	END PHASE: Discover 1 non-Prince Demon card. This card regains X HP, where X is the number of non-Prince Demon cards in play. Æ: -1 damage dealt to non-Prince Demon targets.	Everybody ***wants*** something. Tell me what ***you*** want. I can be your everything.	Ismodial, Æternal Torment #2	1	Disparation
The Ruler of Æternus	The Ruler of Æternus	Lusithar the Proud	27	Demon, Prince	Darkstrife	END PHASE: This card deals each target other than itself 2 radiant damage. Æ:  START PHASE: This card deals the (H) minus 2 targets other than itself with the highest HP 3 infernal damage each.	You may look upon me -- I grant you that much. But do so at your own peril…	Lusithar, Æternal Torment #1	1	Disparation
The Ruler of Æternus	The Ruler of Æternus	Mannock the Greedy	22	Demon, Prince	Argent Adept	END PHASE: Destroy 1 Hero Ongoing or Item card. Each target other than this card deals itself 1 fixed psychic damage. Æ: After a Hero Ongoing or Item card is destroyed, this card regains 2 HP.	Mine! Mine mine mine! None is yours -- all is mine!	Mannock, Æternal Torment #2	1	Disparation
The Ruler of Æternus	The Ruler of Æternus	Mosqueetle Legionnaire	7	Demon	-	-1 damage dealt to this card.  END PHASE: This card deals the Hero target with the highest HP 2 irreducible melee damage. Æ:  START PHASE: This card regains (H) HP and deals the Hero target with the highest HP (H) infernal damage.	Ah! The dreaded demon beetle ug soldiers! I have only read about these in dark texts, but they are far more terrifying in person!	The Scholar, Mystery Comics Vol. 1 #8	2	Disparation
The Ruler of Æternus	The Ruler of Æternus	Obsequious Impling	3	Demon	-	This card is immune to damage dealt by Prince cards. +1 damage dealt by Prince cards. Æ:  START PHASE: This card deals the non-Prince target with the highest HP 1 infernal damage. If damage is dealt to a Hero target this way, play the top card of the Villain deck.	Oh, we can trust you? You won't give away our secrets? We should spare you? …I think not.	Painstake, Pain and Strife #2	2	Disparation
The Ruler of Æternus	The Ruler of Æternus	Pandemonium	-	One-Shot	-	Bury the Villain trash. Discover (H) minus 2 Demon cards. Destroy (H) minus 2 Hero Ongoing and/or Item cards. Play the top card of the Environment deck.	An incursion into ***my*** realm? How… ambitious. We shall see if the Legions of Torment can experience ***Gloom***…	GloomWeaver, Arcane Tales Vol. 2 #505	2	Disparation
The Ruler of Æternus	The Ruler of Æternus	Regime Change	-	One-Shot	-	Bury the Villain trash. Discover 1 Prince card. If there are 2 or more Villain Prince cards in play, destroy the Villain Prince card with the lowest HP.	I have no patience for your so-called politics. Votes be damned -- the throne is mine!	Abbaos, Æternal Torment #2	2	Disparation
The Ruler of Æternus	The Ruler of Æternus	Scabrous Filthscrabbler	5	Demon	-	END PHASE: This card deals the Hero target with the highest HP (H) minus 2 toxic damage. Æ:  START PHASE: This card deals the target with the highest HP (H) plus 2 infernal damage.	Never believe one word from their mouth -- all manner of filth comes outta there.	Rambler, Tome of the Bizarre Vol. 2 #327	2	Disparation
The Ruler of Æternus	The Ruler of Æternus	Seviathall the Envious	25	Demon, Prince	Painstake	END PHASE: This card deals each target with more HP than this card's current HP value 2 psychic damage. Æ:  START PHASE: Destroy 1 Hero Ongoing card in the Hero play area of the Hero with the most cards in hand. That Hero draws 1 card.	You've worked ***so*** hard and sacrificed ***so*** much. Why should others get all the rewards? Claim what should be yours!	Seviathall, Æternal Torment #3	1	Disparation
The Ruler of Æternus	The Ruler of Æternus	Slavering Festerhound	9	Demon	-	END PHASE: This card deals the (H) minus 2 non-Villain targets with the highest HP 2 melee damage each. Æ: Damage dealt by this card is irreducible.	Not merely a diseased mistake of creation, this mutt is a powerful demon. Also, it smells terrible.	NightMist, NightMist Vol. 1 #6	2	Disparation
The Ruler of Æternus	The Ruler of Æternus	Violent Uprising	-	One-Shot	-	Bury the Villain trash. Discover (H) Demon cards. Each Demon target deals the Ruler of Æternus 3 melee damage. Then, if the Ruler of Æternus is not a target, :flip: the Villain character card, ignore the first sentence on the Villain character card, put the Villain target with the lowest HP in the **Throne Space**, and restore that target to its maximum HP.	No! ***No!*** I will return! Will be mine again!	Mannock, Virtuoso of the Void Vol. 2 #26	1	Disparation
